item,affect_valence,utterance,utterance_prob,halo,goal,state
electric kettle,1,1001,0.06338667884169658,fuzzy,both,50
electric kettle,1,5000,0.06402372555496613,fuzzy,both,50
electric kettle,1,5001,0.06338667884169658,fuzzy,both,50
electric kettle,1,10000,0.06402372555496613,fuzzy,both,50
electric kettle,1,10001,0.06402372555496613,fuzzy,both,50
electric kettle,0,50,0.06081884199544689,fuzzy,both,500
electric kettle,0,51,0.06204746410263045,fuzzy,both,500
electric kettle,0,500,0.3606470005779814,fuzzy,both,500
electric kettle,0,501,0.1466281283114576,fuzzy,both,500
electric kettle,0,1000,0.06267105148401081,fuzzy,both,500
electric kettle,0,1001,0.06081884199544689,fuzzy,both,500
electric kettle,0,5000,0.06330090602276561,fuzzy,both,500
electric kettle,0,5001,0.061430081519366755,fuzzy,both,500
electric kettle,0,10000,0.06081884199544689,fuzzy,both,500
electric kettle,0,10001,0.06081884199544689,fuzzy,both,500
electric kettle,1,50,0.06526253680984251,fuzzy,both,500
electric kettle,1,51,0.06146194253924619,fuzzy,both,500
electric kettle,1,500,0.30139393485970095,fuzzy,both,500
electric kettle,1,501,0.1654084984991689,fuzzy,both,500
electric kettle,1,1000,0.07813344223011971,fuzzy,both,500
electric kettle,1,1001,0.06461316371863354,fuzzy,both,500
electric kettle,1,5000,0.06725007695301051,fuzzy,both,500
electric kettle,1,5001,0.06461316371863354,fuzzy,both,500
electric kettle,1,10000,0.06725007695301051,fuzzy,both,500
electric kettle,1,10001,0.06461316371863354,fuzzy,both,500
electric kettle,0,50,0.06522458783750534,fuzzy,both,1000
electric kettle,0,51,0.06588010584326827,fuzzy,both,1000
electric kettle,0,500,0.07136706667706999,fuzzy,both,1000
electric kettle,0,501,0.0665422119145158,fuzzy,both,1000
electric kettle,0,1000,0.39065956849216843,fuzzy,both,1000
electric kettle,0,1001,0.0720843176214815,fuzzy,both,1000
electric kettle,0,5000,0.06856872396660853,fuzzy,both,1000
electric kettle,0,5001,0.06588010584326827,fuzzy,both,1000
electric kettle,0,10000,0.06522458783750534,fuzzy,both,1000
electric kettle,0,10001,0.06856872396660853,fuzzy,both,1000
electric kettle,1,50,0.06382765448329522,fuzzy,both,1000
electric kettle,1,51,0.06319255870978577,fuzzy,both,1000
electric kettle,1,500,0.0684556816236015,fuzzy,both,1000
electric kettle,1,501,0.0691436726617793,fuzzy,both,1000
electric kettle,1,1000,0.39393524865897345,fuzzy,both,1000
electric kettle,1,1001,0.07268874456661364,fuzzy,both,1000
electric kettle,1,5000,0.0684556816236015,fuzzy,both,1000
electric kettle,1,5001,0.06256378224480794,fuzzy,both,1000
electric kettle,1,10000,0.07196547947361158,fuzzy,both,1000
electric kettle,1,10001,0.06577149595393007,fuzzy,both,1000
electric kettle,0,50,0.08482746379430625,fuzzy,both,5000
electric kettle,0,51,0.08069037956691308,fuzzy,both,5000
electric kettle,0,500,0.08654109223402236,fuzzy,both,5000
electric kettle,0,501,0.08150133136364551,fuzzy,both,5000
electric kettle,0,1000,0.08828933826452867,fuzzy,both,5000
electric kettle,0,1001,0.08741084467062067,fuzzy,both,5000
electric kettle,0,5000,0.21499598550071547,fuzzy,both,5000
electric kettle,0,5001,0.10676384677380628,fuzzy,both,5000
electric kettle,0,10000,0.08828933826452867,fuzzy,both,5000
electric kettle,0,10001,0.08069037956691308,fuzzy,both,5000
electric kettle,1,50,0.05575983019860366,fuzzy,both,5000
electric kettle,1,51,0.05575983019860366,fuzzy,both,5000
electric kettle,1,500,0.06040390294989897,fuzzy,both,5000
electric kettle,1,501,0.05861869782662701,fuzzy,both,5000
electric kettle,1,1000,0.06413907170618177,fuzzy,both,5000
electric kettle,1,1001,0.06413907170618177,fuzzy,both,5000
electric kettle,1,5000,0.369094873676917,fuzzy,both,5000
electric kettle,1,5001,0.15006277720282357,fuzzy,both,5000
electric kettle,1,10000,0.061010972267081326,fuzzy,both,5000
electric kettle,1,10001,0.061010972267081326,fuzzy,both,5000
electric kettle,0,50,0.07494472023328475,fuzzy,both,10000
electric kettle,0,51,0.07494472023328475,fuzzy,both,10000
electric kettle,0,500,0.08200258557874172,fuzzy,both,10000
electric kettle,0,501,0.07494472023328475,fuzzy,both,10000
electric kettle,0,1000,0.07878721820723965,fuzzy,both,10000
electric kettle,0,1001,0.0756979271937055,fuzzy,both,10000
electric kettle,0,5000,0.08534917458198774,fuzzy,both,10000
electric kettle,0,5001,0.07494472023328475,fuzzy,both,10000
electric kettle,0,10000,0.1806842040079461,fuzzy,both,10000
electric kettle,0,10001,0.1977000094972405,fuzzy,both,10000
electric kettle,1,50,0.0646945823771443,fuzzy,both,10000
electric kettle,1,51,0.06405086052696357,fuzzy,both,10000
electric kettle,1,500,0.07367602665842482,fuzzy,both,10000
electric kettle,1,501,0.0646945823771443,fuzzy,both,10000
electric kettle,1,1000,0.08142460202225724,fuzzy,both,10000
electric kettle,1,1001,0.0673348183700088,fuzzy,both,10000
electric kettle,1,5000,0.07745347732183144,fuzzy,both,10000
electric kettle,1,5001,0.0673348183700088,fuzzy,both,10000
electric kettle,1,10000,0.364919748939777,fuzzy,both,10000
electric kettle,1,10001,0.0744164830364396,fuzzy,both,10000
laptop,0,50,0.3650320353841367,fuzzy,both,50
laptop,0,51,0.14117286295814072,fuzzy,both,50
laptop,0,500,0.06280188681871476,fuzzy,both,50
laptop,0,501,0.062176997604002616,fuzzy,both,50
laptop,0,1000,0.062176997604002616,fuzzy,both,50
laptop,0,1001,0.06039975918362878,fuzzy,both,50
laptop,0,5000,0.061558326140865205,fuzzy,both,50
laptop,0,5001,0.061558326140865205,fuzzy,both,50
laptop,0,10000,0.06094581056164066,fuzzy,both,50
laptop,0,10001,0.062176997604002616,fuzzy,both,50
laptop,1,50,0.20925369670873697,fuzzy,both,50
laptop,1,51,0.1801063258536398,fuzzy,both,50
laptop,1,500,0.07853523485047356,fuzzy,both,50
laptop,1,501,0.07853523485047356,fuzzy,both,50
laptop,1,1000,0.07853523485047356,fuzzy,both,50
laptop,1,1001,0.07470502624984438,fuzzy,both,50
laptop,1,5000,0.07470502624984438,fuzzy,both,50
laptop,1,5001,0.07470502624984438,fuzzy,both,50
laptop,1,10000,0.07470502624984438,fuzzy,both,50
laptop,1,10001,0.07621416788682521,fuzzy,both,50
laptop,0,50,0.06582454141813246,fuzzy,both,500
laptop,0,51,0.06851089191426538,fuzzy,both,500
laptop,0,500,0.3903300794291315,fuzzy,both,500
laptop,0,501,0.07571624531507012,fuzzy,both,500
laptop,0,1000,0.06851089191426538,fuzzy,both,500
laptop,0,1001,0.06648608905762343,fuzzy,both,500
laptop,0,5000,0.06648608905762343,fuzzy,both,500
laptop,0,5001,0.06648608905762343,fuzzy,both,500
laptop,0,10000,0.06582454141813246,fuzzy,both,500
laptop,0,10001,0.06582454141813246,fuzzy,both,500
laptop,1,50,0.06633377639596975,fuzzy,both,500
laptop,1,51,0.06567374429278433,fuzzy,both,500
laptop,1,500,0.3704428624262161,fuzzy,both,500
laptop,1,501,0.0913500851881431,fuzzy,both,500
laptop,1,1000,0.07114351787816539,fuzzy,both,500
laptop,1,1001,0.06904090916579404,fuzzy,both,500
laptop,1,5000,0.06633377639596975,fuzzy,both,500
laptop,1,5001,0.06767380756820353,fuzzy,both,500
laptop,1,10000,0.06567374429278433,fuzzy,both,500
laptop,1,10001,0.06633377639596975,fuzzy,both,500
laptop,0,50,0.06783215100313328,fuzzy,both,1000
laptop,0,51,0.06783215100313328,fuzzy,both,1000
laptop,0,500,0.07348169195426925,fuzzy,both,1000
laptop,0,501,0.06783215100313328,fuzzy,both,1000
laptop,0,1000,0.36395720284890926,fuzzy,both,1000
laptop,0,1001,0.08120982895885168,fuzzy,both,1000
laptop,0,5000,0.06783215100313328,fuzzy,both,1000
laptop,0,5001,0.06722440062312464,fuzzy,both,1000
laptop,0,10000,0.06783215100313328,fuzzy,both,1000
laptop,0,10001,0.07496612059917877,fuzzy,both,1000
laptop,1,50,0.06750268974436209,fuzzy,both,1000
laptop,1,51,0.06683102675902736,fuzzy,both,1000
laptop,1,500,0.07460200959735226,fuzzy,both,1000
laptop,1,501,0.0681811030549237,fuzzy,both,1000
laptop,1,1000,0.36218946002465613,fuzzy,both,1000
laptop,1,1001,0.08162760041415214,fuzzy,both,1000
laptop,1,5000,0.07025752677289811,fuzzy,both,1000
laptop,1,5001,0.06750268974436209,fuzzy,both,1000
laptop,1,10000,0.0681811030549237,fuzzy,both,1000
laptop,1,10001,0.07312479083334252,fuzzy,both,1000
laptop,0,50,0.06941388636689666,fuzzy,both,5000
laptop,0,51,0.06803939932589798,fuzzy,both,5000
laptop,0,500,0.07370620138211759,fuzzy,both,5000
laptop,0,501,0.06803939932589798,fuzzy,both,5000
laptop,0,1000,0.06872320665742969,fuzzy,both,5000
laptop,0,1001,0.06803939932589798,fuzzy,both,5000
laptop,0,5000,0.36506920532462445,fuzzy,both,5000
laptop,0,5001,0.07444696102114719,fuzzy,both,5000
laptop,0,10000,0.07370620138211759,fuzzy,both,5000
laptop,0,10001,0.07081613988797293,fuzzy,both,5000
laptop,1,50,0.06646834523622311,fuzzy,both,5000
laptop,1,51,0.06781109487935584,fuzzy,both,5000
laptop,1,500,0.06781109487935584,fuzzy,both,5000
laptop,1,501,0.06713636321165531,fuzzy,both,5000
laptop,1,1000,0.07494284998353254,fuzzy,both,5000
laptop,1,1001,0.07722519955292935,fuzzy,both,5000
laptop,1,5000,0.3292198691509016,fuzzy,both,5000
laptop,1,5001,0.10015568474896219,fuzzy,both,5000
laptop,1,10000,0.07722519955292935,fuzzy,both,5000
laptop,1,10001,0.07200429880415493,fuzzy,both,5000
laptop,0,50,0.0808521851311404,fuzzy,both,10000
laptop,0,51,0.0808521851311404,fuzzy,both,10000
laptop,0,500,0.08248550761488078,fuzzy,both,10000
laptop,0,501,0.08166476310082844,fuzzy,both,10000
laptop,0,1000,0.08846638175186661,fuzzy,both,10000
laptop,0,1001,0.08499756530721124,fuzzy,both,10000
laptop,0,5000,0.08499756530721124,fuzzy,both,10000
laptop,0,5001,0.0858518050402962,fuzzy,both,10000
laptop,0,10000,0.2404765579456199,fuzzy,both,10000
laptop,0,10001,0.08935548366980466,fuzzy,both,10000
laptop,1,50,0.06776698740219189,fuzzy,both,10000
laptop,1,51,0.06709269461122204,fuzzy,both,10000
laptop,1,500,0.06776698740219189,fuzzy,both,10000
laptop,1,501,0.06776698740219189,fuzzy,both,10000
laptop,1,1000,0.0811318139643611,fuzzy,both,10000
laptop,1,1001,0.06709269461122204,fuzzy,both,10000
laptop,1,5000,0.0771749687060182,fuzzy,both,10000
laptop,1,5001,0.06776698740219189,fuzzy,both,10000
laptop,1,10000,0.34587421375344396,fuzzy,both,10000
laptop,1,10001,0.09056566474496512,fuzzy,both,10000
watch,0,50,0.38900306171696813,fuzzy,both,50
watch,0,51,0.13612685581458372,fuzzy,both,50
watch,0,500,0.0593580183271438,fuzzy,both,50
watch,0,501,0.05995457632911671,fuzzy,both,50
watch,0,1000,0.0593580183271438,fuzzy,both,50
watch,0,1001,0.0593580183271438,fuzzy,both,50
watch,0,5000,0.0593580183271438,fuzzy,both,50
watch,0,5001,0.0593580183271438,fuzzy,both,50
watch,0,10000,0.0593580183271438,fuzzy,both,50
watch,0,10001,0.058767396176468784,fuzzy,both,50
watch,1,50,0.3319515231739081,fuzzy,both,50
watch,1,51,0.13496141782718943,fuzzy,both,50
watch,1,500,0.0711641331583854,fuzzy,both,50
watch,1,501,0.06837374758500638,fuzzy,both,50
watch,1,1000,0.06503912056624268,fuzzy,both,50
watch,1,1001,0.06569277459494079,fuzzy,both,50
watch,1,5000,0.06769341742934314,fuzzy,both,50
watch,1,5001,0.06503912056624268,fuzzy,both,50
watch,1,10000,0.06569277459494079,fuzzy,both,50
watch,1,10001,0.06439197050380066,fuzzy,both,50
watch,0,50,0.06330438249035587,fuzzy,both,500
watch,0,51,0.06394060211154404,fuzzy,both,500
watch,0,500,0.3829691970190088,fuzzy,both,500
watch,0,501,0.09731513825687767,fuzzy,both,500
watch,0,1000,0.06394060211154404,fuzzy,both,500
watch,0,1001,0.06394060211154404,fuzzy,both,500
watch,0,5000,0.07209282756885547,fuzzy,both,500
watch,0,5001,0.06588788334955836,fuzzy,both,500
watch,0,10000,0.06330438249035587,fuzzy,both,500
watch,0,10001,0.06330438249035587,fuzzy,both,500
watch,1,50,0.07130379557498563,fuzzy,both,500
watch,1,51,0.07130379557498563,fuzzy,both,500
watch,1,500,0.3227730871807758,fuzzy,both,500
watch,1,501,0.09721738561988225,fuzzy,both,500
watch,1,1000,0.07724247962252087,fuzzy,both,500
watch,1,1001,0.0727442277945942,fuzzy,both,500
watch,1,5000,0.07347531943833865,fuzzy,both,500
watch,1,5001,0.069891885824337,fuzzy,both,500
watch,1,10000,0.0727442277945942,fuzzy,both,500
watch,1,10001,0.07130379557498563,fuzzy,both,500
watch,0,50,0.06360363200098756,fuzzy,both,1000
watch,0,51,0.062970765288421,fuzzy,both,1000
watch,0,500,0.06959345848573036,fuzzy,both,1000
watch,0,501,0.06360363200098756,fuzzy,both,1000
watch,0,1000,0.30572028287508796,fuzzy,both,1000
watch,0,1001,0.07691266640673408,fuzzy,both,1000
watch,0,5000,0.06554065097132862,fuzzy,both,1000
watch,0,5001,0.062970765288421,fuzzy,both,1000
watch,0,10000,0.062970765288421,fuzzy,both,1000
watch,0,10001,0.16611338139388093,fuzzy,both,1000
watch,1,50,0.06612837445136649,fuzzy,both,1000
watch,1,51,0.06353544380118321,fuzzy,both,1000
watch,1,500,0.07235596674791385,fuzzy,both,1000
watch,1,501,0.06353544380118321,fuzzy,both,1000
watch,1,1000,0.3767560592324834,fuzzy,both,1000
watch,1,1001,0.08837577735524751,fuzzy,both,1000
watch,1,5000,0.06679297566360715,fuzzy,both,1000
watch,1,5001,0.06417398562715189,fuzzy,both,1000
watch,1,10000,0.0688271246088109,fuzzy,both,1000
watch,1,10001,0.0695188487110523,fuzzy,both,1000
watch,0,50,0.0668906163485273,fuzzy,both,5000
watch,0,51,0.06622504359523884,fuzzy,both,5000
watch,0,500,0.06756287821919299,fuzzy,both,5000
watch,0,501,0.06756287821919299,fuzzy,both,5000
watch,0,1000,0.08008260732237651,fuzzy,both,5000
watch,0,1001,0.0668906163485273,fuzzy,both,5000
watch,0,5000,0.3589053459608699,fuzzy,both,5000
watch,0,5001,0.08008260732237651,fuzzy,both,5000
watch,0,10000,0.07617693247578086,fuzzy,both,5000
watch,0,10001,0.06962047418791673,fuzzy,both,5000
watch,1,50,0.06892812585099585,fuzzy,both,5000
watch,1,51,0.06622541537819907,fuzzy,both,5000
watch,1,500,0.07319040311346538,fuzzy,both,5000
watch,1,501,0.07032056635871883,fuzzy,both,5000
watch,1,1000,0.07319040311346538,fuzzy,both,5000
watch,1,1001,0.07032056635871883,fuzzy,both,5000
watch,1,5000,0.3625144397755432,fuzzy,both,5000
watch,1,5001,0.07032056635871883,fuzzy,both,5000
watch,1,10000,0.0746689473334558,fuzzy,both,5000
watch,1,10001,0.07032056635871883,fuzzy,both,5000
watch,0,50,0.05855859239077638,fuzzy,both,10000
watch,0,51,0.05797592466107345,fuzzy,both,10000
watch,0,500,0.05855859239077638,fuzzy,both,10000
watch,0,501,0.05855859239077638,fuzzy,both,10000
watch,0,1000,0.06668818710215337,fuzzy,both,10000
watch,0,1001,0.060948413881860466,fuzzy,both,10000
watch,0,5000,0.06668818710215337,fuzzy,both,10000
watch,0,5001,0.05855859239077638,fuzzy,both,10000
watch,0,10000,0.36504762784684797,fuzzy,both,10000
watch,0,10001,0.14841728984280583,fuzzy,both,10000
watch,1,50,0.06370985782335802,fuzzy,both,10000
watch,1,51,0.06370985782335802,fuzzy,both,10000
watch,1,500,0.06370985782335802,fuzzy,both,10000
watch,1,501,0.06370985782335802,fuzzy,both,10000
watch,1,1000,0.07255459438681633,fuzzy,both,10000
watch,1,1001,0.06630990644481624,fuzzy,both,10000
watch,1,5000,0.06901606506345404,fuzzy,both,10000
watch,1,5001,0.07041028206110957,fuzzy,both,10000
watch,1,10000,0.39716003270153816,fuzzy,both,10000
watch,1,10001,0.06970968804883355,fuzzy,both,10000
electric kettle,0,50,0.21309978679038413,exact,both,50
electric kettle,0,51,0.0910820308693002,exact,both,50
electric kettle,0,500,0.0866399078061607,exact,both,50
electric kettle,0,501,0.08751065335576952,exact,both,50
electric kettle,0,1000,0.08751065335576952,exact,both,50
electric kettle,0,1001,0.0866399078061607,exact,both,50
electric kettle,0,5000,0.08751065335576952,exact,both,50
electric kettle,0,5001,0.0866399078061607,exact,both,50
electric kettle,0,10000,0.08672659104836436,exact,both,50
electric kettle,0,10001,0.0866399078061607,exact,both,50
electric kettle,1,50,0.21162341138072346,exact,both,50
electric kettle,1,51,0.09045100597404931,exact,both,50
electric kettle,1,500,0.09045100597404931,exact,both,50
electric kettle,1,501,0.08690437130057026,exact,both,50
electric kettle,1,1000,0.08777777475248558,exact,both,50
electric kettle,1,1001,0.08603965835820557,exact,both,50
electric kettle,1,5000,0.08690437130057026,exact,both,50
electric kettle,1,5001,0.08603965835820557,exact,both,50
electric kettle,1,10000,0.08690437130057026,exact,both,50
electric kettle,1,10001,0.08690437130057026,exact,both,50
electric kettle,0,50,0.1899255031088584,exact,both,51
electric kettle,0,51,0.1899255031088584,exact,both,51
electric kettle,0,500,0.07799400044603616,exact,both,51
electric kettle,0,501,0.07721794717503065,exact,both,51
electric kettle,0,1000,0.07799400044603616,exact,both,51
electric kettle,0,1001,0.07721794717503065,exact,both,51
electric kettle,0,5000,0.07729520374405215,exact,both,51
electric kettle,0,5001,0.07721794717503065,exact,both,51
electric kettle,0,10000,0.07799400044603616,exact,both,51
electric kettle,0,10001,0.07721794717503065,exact,both,51
electric kettle,1,50,0.11772398022236452,exact,both,51
electric kettle,1,51,0.2040454439957749,exact,both,51
electric kettle,1,500,0.08379243539977148,exact,both,51
electric kettle,1,501,0.09168352798346009,exact,both,51
electric kettle,1,1000,0.08379243539977148,exact,both,51
electric kettle,1,1001,0.08379243539977148,exact,both,51
electric kettle,1,5000,0.08379243539977148,exact,both,51
electric kettle,1,5001,0.08379243539977148,exact,both,51
electric kettle,1,10000,0.08379243539977148,exact,both,51
electric kettle,1,10001,0.08379243539977148,exact,both,51
electric kettle,0,50,0.08729019730061216,exact,both,500
electric kettle,0,51,0.08729019730061216,exact,both,500
electric kettle,0,500,0.21256294771366407,exact,both,500
electric kettle,0,501,0.09085257783185648,exact,both,500
electric kettle,0,1000,0.08729019730061216,exact,both,500
electric kettle,0,1001,0.08642164532540315,exact,both,500
electric kettle,0,5000,0.08729019730061216,exact,both,500
electric kettle,0,5001,0.08729019730061216,exact,both,500
electric kettle,0,10000,0.08729019730061216,exact,both,500
electric kettle,0,10001,0.08642164532540315,exact,both,500
electric kettle,1,50,0.08572374320768797,exact,both,500
electric kettle,1,51,0.08572374320768797,exact,both,500
electric kettle,1,500,0.2087484289046,exact,both,500
electric kettle,1,501,0.09379671532080139,exact,both,500
electric kettle,1,1000,0.09379671532080139,exact,both,500
electric kettle,1,1001,0.0892221955346632,exact,both,500
electric kettle,1,5000,0.08572374320768797,exact,both,500
electric kettle,1,5001,0.0849556909383765,exact,both,500
electric kettle,1,10000,0.08658528115000555,exact,both,500
electric kettle,1,10001,0.08572374320768797,exact,both,500
electric kettle,0,50,0.07801752641805144,exact,both,501
electric kettle,0,51,0.07724123905971317,exact,both,501
electric kettle,0,500,0.19382069887931047,exact,both,501
electric kettle,0,501,0.18436795185129265,exact,both,501
electric kettle,0,1000,0.07801752641805144,exact,both,501
electric kettle,0,1001,0.07801752641805144,exact,both,501
electric kettle,0,5000,0.07801752641805144,exact,both,501
electric kettle,0,5001,0.07801752641805144,exact,both,501
electric kettle,0,10000,0.07724123905971317,exact,both,501
electric kettle,0,10001,0.07724123905971317,exact,both,501
electric kettle,1,50,0.08578931936216666,exact,both,501
electric kettle,1,51,0.08493570137196739,exact,both,501
electric kettle,1,500,0.09868120628409532,exact,both,501
electric kettle,1,501,0.2089081153427886,exact,both,501
electric kettle,1,1000,0.08840199310153087,exact,both,501
electric kettle,1,1001,0.08840199310153087,exact,both,501
electric kettle,1,5000,0.08578931936216666,exact,both,501
electric kettle,1,5001,0.08665151635579349,exact,both,501
electric kettle,1,10000,0.08578931936216666,exact,both,501
electric kettle,1,10001,0.08665151635579349,exact,both,501
electric kettle,0,50,0.08414010171971119,exact,both,1000
electric kettle,0,51,0.0858398445244369,exact,both,1000
electric kettle,0,500,0.08845405698407098,exact,both,1000
electric kettle,0,501,0.08845405698407098,exact,both,1000
electric kettle,0,1000,0.2264407422550602,exact,both,1000
electric kettle,0,1001,0.08498572380047317,exact,both,1000
electric kettle,0,5000,0.08414010171971119,exact,both,1000
electric kettle,0,5001,0.08498572380047317,exact,both,1000
electric kettle,0,10000,0.0875739244115189,exact,both,1000
electric kettle,0,10001,0.08498572380047317,exact,both,1000
electric kettle,1,50,0.08667267519917138,exact,both,1000
electric kettle,1,51,0.08667267519917138,exact,both,1000
electric kettle,1,500,0.09020985417537498,exact,both,1000
electric kettle,1,501,0.08581026767153528,exact,both,1000
electric kettle,1,1000,0.21105920133411882,exact,both,1000
electric kettle,1,1001,0.09020985417537498,exact,both,1000
electric kettle,1,5000,0.09020985417537498,exact,both,1000
electric kettle,1,5001,0.08581026767153528,exact,both,1000
electric kettle,1,10000,0.08667267519917138,exact,both,1000
electric kettle,1,10001,0.08667267519917138,exact,both,1000
electric kettle,0,50,0.0854243706865733,exact,both,1001
electric kettle,0,51,0.08627427202644487,exact,both,1001
electric kettle,0,500,0.08627427202644487,exact,both,1001
electric kettle,0,501,0.08627427202644487,exact,both,1001
electric kettle,0,1000,0.0897951918607288,exact,both,1001
electric kettle,0,1001,0.22086053326758373,exact,both,1001
electric kettle,0,5000,0.08627427202644487,exact,both,1001
electric kettle,0,5001,0.08627427202644487,exact,both,1001
electric kettle,0,10000,0.08627427202644487,exact,both,1001
electric kettle,0,10001,0.08627427202644487,exact,both,1001
electric kettle,1,50,0.08480342353192248,exact,both,1001
electric kettle,1,51,0.08395961536914015,exact,both,1001
electric kettle,1,500,0.08480342353192248,exact,both,1001
electric kettle,1,501,0.08826431690042524,exact,both,1001
electric kettle,1,1000,0.09754715614216286,exact,both,1001
electric kettle,1,1001,0.21709518845242884,exact,both,1001
electric kettle,1,5000,0.08826431690042524,exact,both,1001
electric kettle,1,5001,0.08480342353192248,exact,both,1001
electric kettle,1,10000,0.08480342353192248,exact,both,1001
electric kettle,1,10001,0.08565571210772778,exact,both,1001
electric kettle,0,50,0.08645209809906254,exact,both,5000
electric kettle,0,51,0.08559188535024363,exact,both,5000
electric kettle,0,500,0.08908495645597321,exact,both,5000
electric kettle,0,501,0.08559188535024363,exact,both,5000
electric kettle,0,1000,0.08559188535024363,exact,both,5000
electric kettle,0,1001,0.08559188535024363,exact,both,5000
electric kettle,0,5000,0.21911363605639309,exact,both,5000
electric kettle,0,5001,0.09179799728710922,exact,both,5000
electric kettle,0,10000,0.08559188535024363,exact,both,5000
electric kettle,0,10001,0.08559188535024363,exact,both,5000
electric kettle,1,50,0.08652343827020902,exact,both,5000
electric kettle,1,51,0.08652343827020902,exact,both,5000
electric kettle,1,500,0.09005452677180358,exact,both,5000
electric kettle,1,501,0.08652343827020902,exact,both,5000
electric kettle,1,1000,0.09005452677180358,exact,both,5000
electric kettle,1,1001,0.08652343827020902,exact,both,5000
electric kettle,1,5000,0.2106957900633351,exact,both,5000
electric kettle,1,5001,0.08652343827020902,exact,both,5000
electric kettle,1,10000,0.09005452677180358,exact,both,5000
electric kettle,1,10001,0.08652343827020902,exact,both,5000
electric kettle,0,50,0.08714528992943467,exact,both,5001
electric kettle,0,51,0.08627817980665985,exact,both,5001
electric kettle,0,500,0.08802111465382377,exact,both,5001
electric kettle,0,501,0.08627817980665985,exact,both,5001
electric kettle,0,1000,0.08979925912047972,exact,both,5001
electric kettle,0,1001,0.08627817980665985,exact,both,5001
electric kettle,0,5000,0.0944033655893414,exact,both,5001
electric kettle,0,5001,0.21009855390651672,exact,both,5001
electric kettle,0,10000,0.08627817980665985,exact,both,5001
electric kettle,0,10001,0.08541969757376441,exact,both,5001
electric kettle,1,50,0.08572568004733297,exact,both,5001
electric kettle,1,51,0.08487269527889639,exact,both,5001
electric kettle,1,500,0.08572568004733297,exact,both,5001
electric kettle,1,501,0.08487269527889639,exact,both,5001
electric kettle,1,1000,0.08572568004733297,exact,both,5001
electric kettle,1,1001,0.08487269527889639,exact,both,5001
electric kettle,1,5000,0.09379883456093262,exact,both,5001
electric kettle,1,5001,0.2194561479948128,exact,both,5001
electric kettle,1,10000,0.08922421141823361,exact,both,5001
electric kettle,1,10001,0.08572568004733297,exact,both,5001
electric kettle,0,50,0.09075430133655144,exact,both,10000
electric kettle,0,51,0.09075430133655144,exact,both,10000
electric kettle,0,500,0.0916663972285907,exact,both,10000
electric kettle,0,501,0.09540737386691649,exact,both,10000
electric kettle,0,1000,0.10029901452743052,exact,both,10000
electric kettle,0,1001,0.0916663972285907,exact,both,10000
electric kettle,0,5000,0.09075430133655144,exact,both,10000
electric kettle,0,5001,0.0916663972285907,exact,both,10000
electric kettle,0,10000,0.16536511868163584,exact,both,10000
electric kettle,0,10001,0.0916663972285907,exact,both,10000
electric kettle,1,50,0.08465461655638522,exact,both,10000
electric kettle,1,51,0.08550540959722305,exact,both,10000
electric kettle,1,500,0.08465461655638522,exact,both,10000
electric kettle,1,501,0.08550540959722305,exact,both,10000
electric kettle,1,1000,0.09355782029896217,exact,both,10000
electric kettle,1,1001,0.088994951560523,exact,both,10000
electric kettle,1,5000,0.08636475325027539,exact,both,10000
electric kettle,1,5001,0.08550540959722305,exact,both,10000
electric kettle,1,10000,0.2188922597355244,exact,both,10000
electric kettle,1,10001,0.08636475325027539,exact,both,10000
electric kettle,0,50,0.08760226992147323,exact,both,10001
electric kettle,0,51,0.08673061277180433,exact,both,10001
electric kettle,0,500,0.08673061277180433,exact,both,10001
electric kettle,0,501,0.08760226992147323,exact,both,10001
electric kettle,0,1000,0.08760226992147323,exact,both,10001
electric kettle,0,1001,0.08760226992147323,exact,both,10001
electric kettle,0,5000,0.08760226992147323,exact,both,10001
electric kettle,0,5001,0.08760226992147323,exact,both,10001
electric kettle,0,10000,0.08760226992147323,exact,both,10001
electric kettle,0,10001,0.2133228850060786,exact,both,10001
electric kettle,1,50,0.08489163519723572,exact,both,10001
electric kettle,1,51,0.08489163519723572,exact,both,10001
electric kettle,1,500,0.08574481031501617,exact,both,10001
electric kettle,1,501,0.08574481031501617,exact,both,10001
electric kettle,1,1000,0.08924412240695148,exact,both,10001
electric kettle,1,1001,0.08924412240695148,exact,both,10001
electric kettle,1,5000,0.08574481031501617,exact,both,10001
electric kettle,1,5001,0.08574481031501617,exact,both,10001
electric kettle,1,10000,0.08924412240695148,exact,both,10001
electric kettle,1,10001,0.21950512112460946,exact,both,10001
laptop,0,50,0.21087783112214809,exact,both,50
laptop,0,51,0.09961163413667094,exact,both,50
laptop,0,500,0.0865981944782477,exact,both,50
laptop,0,501,0.08590817268968824,exact,both,50
laptop,0,1000,0.0865981944782477,exact,both,50
laptop,0,1001,0.0865981944782477,exact,both,50
laptop,0,5000,0.08573652804616727,exact,both,50
laptop,0,5001,0.0865981944782477,exact,both,50
laptop,0,10000,0.08573652804616727,exact,both,50
laptop,0,10001,0.08573652804616727,exact,both,50
laptop,1,50,0.12672740540785166,exact,both,50
laptop,1,51,0.10375562406518911,exact,both,50
laptop,1,500,0.10375562406518911,exact,both,50
laptop,1,501,0.09482550048045424,exact,both,50
laptop,1,1000,0.09869540256824227,exact,both,50
laptop,1,1001,0.09388197098585538,exact,both,50
laptop,1,5000,0.09482550048045424,exact,both,50
