name,context,price,utterance_template,state_template,question_prefix,question_affect,response_prefix,task_2,is_price_space,price_type,price_rounded,closest_price_space,item
Daniel,Daniel bought a new electric kettle,5001,It cost $5001.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Owen,Owen bought a new electric kettle,5001,It cost $5001.,It cost $1002.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Bob,Bob bought a new electric kettle,5001,It cost $5001.,It cost $1003.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Winston,Winston bought a new electric kettle,5001,It cost $5001.,It cost $4997.,"A friend asked him, ",Was it expensive?,"Winston said, ", Please provide the probability that Winston thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Barry,Barry bought a new electric kettle,5001,It cost $5001.,It cost $4998.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Barry,Barry bought a new electric kettle,5001,It cost $5001.,It cost $4999.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ivan,Ivan bought a new electric kettle,5001,It cost $5001.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Albert,Albert bought a new electric kettle,5001,It cost $5001.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Owen,Owen bought a new electric kettle,5001,It cost $5001.,It cost $5001.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Robert,Robert bought a new electric kettle,5002,It cost $5002.,It cost $47.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Alex,Alex bought a new electric kettle,5002,It cost $5002.,It cost $48.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Winston,Winston bought a new electric kettle,5002,It cost $5002.,It cost $49.,"A friend asked him, ",Was it expensive?,"Winston said, ", Please provide the probability that Winston thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Tom,Tom bought a new electric kettle,5002,It cost $5002.,It cost $50.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Matt,Matt bought a new electric kettle,5002,It cost $5002.,It cost $50.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Nathan,Nathan bought a new electric kettle,5002,It cost $5002.,It cost $51.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
David,David bought a new electric kettle,5002,It cost $5002.,It cost $52.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Albert,Albert bought a new electric kettle,5002,It cost $5002.,It cost $53.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Daniel,Daniel bought a new electric kettle,5002,It cost $5002.,It cost $497.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Eric,Eric bought a new electric kettle,5002,It cost $5002.,It cost $498.,"A friend asked him, ",Was it expensive?,"Eric said, ", Please provide the probability that Eric thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Zach,Zach bought a new electric kettle,5002,It cost $5002.,It cost $499.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Patrick,Patrick bought a new electric kettle,5002,It cost $5002.,It cost $500.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Barry,Barry bought a new electric kettle,5002,It cost $5002.,It cost $500.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Patrick,Patrick bought a new electric kettle,5002,It cost $5002.,It cost $501.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Charles,Charles bought a new electric kettle,5002,It cost $5002.,It cost $502.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Gary,Gary bought a new electric kettle,5002,It cost $5002.,It cost $503.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Daniel,Daniel bought a new electric kettle,5002,It cost $5002.,It cost $997.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Albert,Albert bought a new electric kettle,5002,It cost $5002.,It cost $998.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Owen,Owen bought a new electric kettle,5002,It cost $5002.,It cost $999.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Luke,Luke bought a new electric kettle,5002,It cost $5002.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Luke said, ", Please provide the probability that Luke thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
George,George bought a new electric kettle,5002,It cost $5002.,It cost $1000.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Albert,Albert bought a new electric kettle,5002,It cost $5002.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Harry,Harry bought a new electric kettle,5002,It cost $5002.,It cost $1002.,"A friend asked him, ",Was it expensive?,"Harry said, ", Please provide the probability that Harry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Matt,Matt bought a new electric kettle,5002,It cost $5002.,It cost $1003.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Eric,Eric bought a new electric kettle,5002,It cost $5002.,It cost $4997.,"A friend asked him, ",Was it expensive?,"Eric said, ", Please provide the probability that Eric thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ivan,Ivan bought a new electric kettle,5002,It cost $5002.,It cost $4998.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Alex,Alex bought a new electric kettle,5002,It cost $5002.,It cost $4999.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Albert,Albert bought a new electric kettle,5002,It cost $5002.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ivan,Ivan bought a new electric kettle,5002,It cost $5002.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Fred,Fred bought a new electric kettle,5002,It cost $5002.,It cost $5001.,"A friend asked him, ",Was it expensive?,"Fred said, ", Please provide the probability that Fred thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Victor,Victor bought a new electric kettle,5002,It cost $5002.,It cost $5002.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Winston,Winston bought a new electric kettle,5003,It cost $5003.,It cost $47.,"A friend asked him, ",Was it expensive?,"Winston said, ", Please provide the probability that Winston thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ivan,Ivan bought a new electric kettle,5003,It cost $5003.,It cost $48.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Barry,Barry bought a new electric kettle,5003,It cost $5003.,It cost $49.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Robert,Robert bought a new electric kettle,5003,It cost $5003.,It cost $50.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Calvin,Calvin bought a new electric kettle,5003,It cost $5003.,It cost $50.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Daniel,Daniel bought a new electric kettle,5003,It cost $5003.,It cost $51.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Barry,Barry bought a new electric kettle,5003,It cost $5003.,It cost $52.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Gary,Gary bought a new electric kettle,5003,It cost $5003.,It cost $53.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ivan,Ivan bought a new electric kettle,5003,It cost $5003.,It cost $497.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Daniel,Daniel bought a new electric kettle,5003,It cost $5003.,It cost $498.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Bob,Bob bought a new electric kettle,5003,It cost $5003.,It cost $499.,"A friend asked him, ",Was it expensive?,"Bob said, ", Please provide the probability that Bob thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Matt,Matt bought a new electric kettle,5003,It cost $5003.,It cost $500.,"A friend asked him, ",Was it expensive?,"Matt said, ", Please provide the probability that Matt thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Nathan,Nathan bought a new electric kettle,5003,It cost $5003.,It cost $500.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Quinn,Quinn bought a new electric kettle,5003,It cost $5003.,It cost $501.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Charles,Charles bought a new electric kettle,5003,It cost $5003.,It cost $502.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ivan,Ivan bought a new electric kettle,5003,It cost $5003.,It cost $503.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Robert,Robert bought a new electric kettle,5003,It cost $5003.,It cost $997.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Quinn,Quinn bought a new electric kettle,5003,It cost $5003.,It cost $998.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Owen,Owen bought a new electric kettle,5003,It cost $5003.,It cost $999.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Quinn,Quinn bought a new electric kettle,5003,It cost $5003.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Quinn said, ", Please provide the probability that Quinn thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Harry,Harry bought a new electric kettle,5003,It cost $5003.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Harry said, ", Please provide the probability that Harry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Tom,Tom bought a new electric kettle,5003,It cost $5003.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ethan,Ethan bought a new electric kettle,5003,It cost $5003.,It cost $1002.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Winston,Winston bought a new electric kettle,5003,It cost $5003.,It cost $1003.,"A friend asked him, ",Was it expensive?,"Winston said, ", Please provide the probability that Winston thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Barry,Barry bought a new electric kettle,5003,It cost $5003.,It cost $4997.,"A friend asked him, ",Was it expensive?,"Barry said, ", Please provide the probability that Barry thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ethan,Ethan bought a new electric kettle,5003,It cost $5003.,It cost $4998.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Calvin,Calvin bought a new electric kettle,5003,It cost $5003.,It cost $4999.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Kenneth,Kenneth bought a new electric kettle,5003,It cost $5003.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Jake,Jake bought a new electric kettle,5003,It cost $5003.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Jake said, ", Please provide the probability that Jake thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ethan,Ethan bought a new electric kettle,5003,It cost $5003.,It cost $5001.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Robert,Robert bought a new electric kettle,5003,It cost $5003.,It cost $5002.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Ethan,Ethan bought a new electric kettle,5003,It cost $5003.,It cost $5003.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the electric kettle is expensive.,False,sharp,5000,5001,electric kettle
Gary,Gary bought a new electric kettle,9997,It cost $9997.,It cost $47.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
David,David bought a new electric kettle,9997,It cost $9997.,It cost $48.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
David,David bought a new electric kettle,9997,It cost $9997.,It cost $49.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
George,George bought a new electric kettle,9997,It cost $9997.,It cost $50.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Fred,Fred bought a new electric kettle,9997,It cost $9997.,It cost $50.,"A friend asked him, ",Was it expensive?,"Fred said, ", Please provide the probability that Fred thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Calvin,Calvin bought a new electric kettle,9997,It cost $9997.,It cost $51.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Gary,Gary bought a new electric kettle,9997,It cost $9997.,It cost $52.,"A friend asked him, ",Was it expensive?,"Gary said, ", Please provide the probability that Gary thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Tom,Tom bought a new electric kettle,9997,It cost $9997.,It cost $53.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Alex,Alex bought a new electric kettle,9997,It cost $9997.,It cost $497.,"A friend asked him, ",Was it expensive?,"Alex said, ", Please provide the probability that Alex thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Ethan,Ethan bought a new electric kettle,9997,It cost $9997.,It cost $498.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Steve,Steve bought a new electric kettle,9997,It cost $9997.,It cost $499.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Owen,Owen bought a new electric kettle,9997,It cost $9997.,It cost $500.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Harry,Harry bought a new electric kettle,9997,It cost $9997.,It cost $500.,"A friend asked him, ",Was it expensive?,"Harry said, ", Please provide the probability that Harry thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Daniel,Daniel bought a new electric kettle,9997,It cost $9997.,It cost $501.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Frank,Frank bought a new electric kettle,9997,It cost $9997.,It cost $502.,"A friend asked him, ",Was it expensive?,"Frank said, ", Please provide the probability that Frank thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Ivan,Ivan bought a new electric kettle,9997,It cost $9997.,It cost $503.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Zach,Zach bought a new electric kettle,9997,It cost $9997.,It cost $997.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Ivan,Ivan bought a new electric kettle,9997,It cost $9997.,It cost $998.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Jake,Jake bought a new electric kettle,9997,It cost $9997.,It cost $999.,"A friend asked him, ",Was it expensive?,"Jake said, ", Please provide the probability that Jake thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Kenneth,Kenneth bought a new electric kettle,9997,It cost $9997.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Kenneth said, ", Please provide the probability that Kenneth thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Steve,Steve bought a new electric kettle,9997,It cost $9997.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Steve said, ", Please provide the probability that Steve thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Albert,Albert bought a new electric kettle,9997,It cost $9997.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Calvin,Calvin bought a new electric kettle,9997,It cost $9997.,It cost $1002.,"A friend asked him, ",Was it expensive?,"Calvin said, ", Please provide the probability that Calvin thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Charles,Charles bought a new electric kettle,9997,It cost $9997.,It cost $1003.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Nathan,Nathan bought a new electric kettle,9997,It cost $9997.,It cost $4997.,"A friend asked him, ",Was it expensive?,"Nathan said, ", Please provide the probability that Nathan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Daniel,Daniel bought a new electric kettle,9997,It cost $9997.,It cost $4998.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Tom,Tom bought a new electric kettle,9997,It cost $9997.,It cost $4999.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Jake,Jake bought a new electric kettle,9997,It cost $9997.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Jake said, ", Please provide the probability that Jake thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Daniel,Daniel bought a new electric kettle,9997,It cost $9997.,It cost $5000.,"A friend asked him, ",Was it expensive?,"Daniel said, ", Please provide the probability that Daniel thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Robert,Robert bought a new electric kettle,9997,It cost $9997.,It cost $5001.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Zach,Zach bought a new electric kettle,9997,It cost $9997.,It cost $5002.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Owen,Owen bought a new electric kettle,9997,It cost $9997.,It cost $5003.,"A friend asked him, ",Was it expensive?,"Owen said, ", Please provide the probability that Owen thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Tom,Tom bought a new electric kettle,9997,It cost $9997.,It cost $9997.,"A friend asked him, ",Was it expensive?,"Tom said, ", Please provide the probability that Tom thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Ivan,Ivan bought a new electric kettle,9998,It cost $9998.,It cost $47.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
David,David bought a new electric kettle,9998,It cost $9998.,It cost $48.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Eric,Eric bought a new electric kettle,9998,It cost $9998.,It cost $49.,"A friend asked him, ",Was it expensive?,"Eric said, ", Please provide the probability that Eric thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
George,George bought a new electric kettle,9998,It cost $9998.,It cost $50.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Ethan,Ethan bought a new electric kettle,9998,It cost $9998.,It cost $50.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Robert,Robert bought a new electric kettle,9998,It cost $9998.,It cost $51.,"A friend asked him, ",Was it expensive?,"Robert said, ", Please provide the probability that Robert thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Patrick,Patrick bought a new electric kettle,9998,It cost $9998.,It cost $52.,"A friend asked him, ",Was it expensive?,"Patrick said, ", Please provide the probability that Patrick thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Harry,Harry bought a new electric kettle,9998,It cost $9998.,It cost $53.,"A friend asked him, ",Was it expensive?,"Harry said, ", Please provide the probability that Harry thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Fred,Fred bought a new electric kettle,9998,It cost $9998.,It cost $497.,"A friend asked him, ",Was it expensive?,"Fred said, ", Please provide the probability that Fred thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Jake,Jake bought a new electric kettle,9998,It cost $9998.,It cost $498.,"A friend asked him, ",Was it expensive?,"Jake said, ", Please provide the probability that Jake thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
David,David bought a new electric kettle,9998,It cost $9998.,It cost $499.,"A friend asked him, ",Was it expensive?,"David said, ", Please provide the probability that David thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Charles,Charles bought a new electric kettle,9998,It cost $9998.,It cost $500.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Luke,Luke bought a new electric kettle,9998,It cost $9998.,It cost $500.,"A friend asked him, ",Was it expensive?,"Luke said, ", Please provide the probability that Luke thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Ivan,Ivan bought a new electric kettle,9998,It cost $9998.,It cost $501.,"A friend asked him, ",Was it expensive?,"Ivan said, ", Please provide the probability that Ivan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Victor,Victor bought a new electric kettle,9998,It cost $9998.,It cost $502.,"A friend asked him, ",Was it expensive?,"Victor said, ", Please provide the probability that Victor thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Albert,Albert bought a new electric kettle,9998,It cost $9998.,It cost $503.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Charles,Charles bought a new electric kettle,9998,It cost $9998.,It cost $997.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Albert,Albert bought a new electric kettle,9998,It cost $9998.,It cost $998.,"A friend asked him, ",Was it expensive?,"Albert said, ", Please provide the probability that Albert thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Ethan,Ethan bought a new electric kettle,9998,It cost $9998.,It cost $999.,"A friend asked him, ",Was it expensive?,"Ethan said, ", Please provide the probability that Ethan thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Charles,Charles bought a new electric kettle,9998,It cost $9998.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Zach,Zach bought a new electric kettle,9998,It cost $9998.,It cost $1000.,"A friend asked him, ",Was it expensive?,"Zach said, ", Please provide the probability that Zach thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Charles,Charles bought a new electric kettle,9998,It cost $9998.,It cost $1001.,"A friend asked him, ",Was it expensive?,"Charles said, ", Please provide the probability that Charles thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
Winston,Winston bought a new electric kettle,9998,It cost $9998.,It cost $1002.,"A friend asked him, ",Was it expensive?,"Winston said, ", Please provide the probability that Winston thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
George,George bought a new electric kettle,9998,It cost $9998.,It cost $1003.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
George,George bought a new electric kettle,9998,It cost $9998.,It cost $4997.,"A friend asked him, ",Was it expensive?,"George said, ", Please provide the probability that George thinks that the electric kettle is expensive.,False,sharp,10000,10001,electric kettle
